ModelName,Modelo,SampleId,Fluxrate,FluxrateTH,LogFluxrate,FluxrateBin,FluxrateRelativeUncertainty,FluxrateUncertaintyBin,GTArea,PlumeSizeBin,WindSpeed10m,WindSpeedBin,DeltaDice,DeltaRecall,DeltaPrecision,DeltaFPBurden,DeltaFNBurden,DeltaFalseNegativeRate,DeltaAreaRatio
SimpleUNet,U-Net simple,8ea5cb98-d5a4-4f86-ab40-7a92232e10dd,2243.9023,2.2439,3.351,Bajo,0.0677,Baja,552,Pequeña,0.2012,Bajo,-0.1374,-0.2409,-0.0196,-0.0362,0.2409,0.2409,-0.2772
SimpleUNet,U-Net simple,c118af45-0a1f-454c-bdde-cdd63311d082,1906.6154,1.9066,3.2803,Bajo,0.3937,Alta,736,Media,4.7913,Alto,-0.013,0.0,-0.036,0.0312,0.0,0.0,0.0312
SimpleUNet,U-Net simple,080e88b5-94e3-445d-80f6-5a032f2525c2,2320.927,2.3209,3.3657,Bajo,0.3464,Media,279,Pequeña,2.9568,Medio,-0.0772,-0.0251,-0.0752,0.3692,0.0251,0.0251,0.3441
SimpleUNet,U-Net simple,239313dd-ce31-47ed-ae71-08f97dff559b,16188.024,16.188,4.2092,Alto,0.3628,Media,3465,Grande,3.5914,Medio,0.0527,0.0332,0.0939,-0.0623,-0.0332,-0.0332,-0.0291
SimpleUNet,U-Net simple,04f7f2e5-b2aa-41e7-b3ad-08fcb7217722,676.1534,0.6762,2.83,Bajo,0.2339,Baja,544,Pequeña,1.1302,Bajo,-0.0477,-0.0754,0.0054,-0.0184,0.0754,0.0754,-0.0937
SimpleUNet,U-Net simple,0d84ea7b-e123-4b11-9e85-0a7dd5e48dae,1886.8271,1.8868,3.2757,Bajo,0.3724,Media,557,Pequeña,3.8322,Medio,-0.2663,-0.1203,-0.3999,1.0503,0.1203,0.1203,0.93
SimpleUNet,U-Net simple,03e34539-85e9-4414-9223-2fec39b9e2bb,9300.708,9.3007,3.9685,Alto,0.3996,Alta,2184,Grande,5.3234,Alto,-0.0906,-0.1397,0.032,-0.0339,0.1397,0.1397,-0.1735
SimpleUNet,U-Net simple,f9c10d78-13eb-44f2-9877-e081add398a0,1155.4912,1.1555,3.0628,Bajo,0.1741,Baja,338,Pequeña,0.7084,Bajo,-0.0148,0.0355,-0.016,0.2604,-0.0355,-0.0355,0.2959
SimpleUNet,U-Net simple,73f3886a-f387-4296-8772-835e94662d5e,12364.068,12.3641,4.0922,Alto,0.3821,Media,4549,Grande,4.4729,Medio,-0.027,-0.0231,0.0542,-0.0213,0.0231,0.0231,-0.0444
SimpleUNet,U-Net simple,3e3a80aa-9acb-4b0f-aed8-43fe1503fecb,2730.4954,2.7305,3.4362,Bajo,0.392,Alta,822,Media,4.8299,Alto,-0.0172,-0.0474,0.0446,-0.1253,0.0474,0.0474,-0.1727
SimpleUNet,U-Net simple,a5ef9cad-6db8-456b-bcdd-5b672c188177,3423.4263,3.4234,3.5345,Medio,0.3957,Alta,818,Media,5.0963,Alto,-0.0695,-0.2164,0.0123,-0.1418,0.2164,0.2164,-0.3582
SimpleUNet,U-Net simple,64b292f4-5527-4523-a3f5-6be7fe4a5652,10170.665,10.1707,4.0073,Alto,0.3459,Media,1430,Grande,3.0566,Medio,-0.0272,-0.149,0.1083,-0.1497,0.149,0.149,-0.2986
SimpleUNet,U-Net simple,b90cd013-d366-4f51-ba78-70d8716b7a35,4680.851,4.6809,3.6703,Medio,0.4154,Alta,741,Media,6.5127,Alto,-0.1445,-0.0432,-0.2319,0.3185,0.0432,0.0432,0.2753
SimpleUNet,U-Net simple,0ab8cf90-a9b0-4f3e-82b0-0a37b52635d2,4235.3687,4.2354,3.6269,Medio,0.3582,Media,738,Media,3.4166,Medio,-0.0993,0.0393,-0.1575,0.5081,-0.0393,-0.0393,0.5474
SimpleUNet,U-Net simple,71f2dbe4-d0c1-41d0-921f-b1be94d02fa8,1556.236,1.5562,3.1921,Bajo,0.1471,Baja,984,Media,0.5537,Bajo,0.0125,0.065,-0.0376,0.0518,-0.065,-0.065,0.1169
SimpleUNet,U-Net simple,d43ef731-cfe7-4f2c-8d06-f18a322d490b,10211.947,10.2119,4.0091,Alto,0.3483,Media,2145,Grande,3.0539,Medio,0.0141,0.0145,-0.0886,0.0261,-0.0145,-0.0145,0.0406
SimpleUNet,U-Net simple,0f936fa2-7bc0-4493-80c6-93a39a3ed6c3,2265.5667,2.2656,3.3552,Bajo,0.4043,Alta,682,Pequeña,5.4698,Alto,-0.1189,-0.1554,-0.0931,0.0645,0.1554,0.1554,-0.0909
SimpleUNet,U-Net simple,69d80fee-59ba-4971-8a55-48a35a1bb7d7,18080.5,18.0805,4.2572,Alto,0.3441,Media,1297,Media,2.9767,Medio,0.1539,0.3223,-0.0715,0.1303,-0.3223,-0.3223,0.4526
SimpleUNet,U-Net simple,b9e57f38-009f-4464-964b-71da2e102522,8969.19,8.9692,3.9528,Alto,0.4186,Alta,1355,Media,7.0415,Alto,0.0004,-0.2,0.1868,-0.2996,0.2,0.2,-0.4996
SimpleUNet,U-Net simple,ddf8228d-b0ba-49d0-b6db-2f235580c4d1,14019.994,14.02,4.1467,Alto,0.32,Baja,1383,Media,2.3977,Bajo,-0.0522,0.0,-0.0777,0.149,0.0,0.0,0.149
SimpleUNet,U-Net simple,aef30ee4-572e-4789-974a-6015728d7000,10138.069,10.1381,4.006,Alto,0.4008,Alta,2430,Grande,5.414,Alto,-0.0235,-0.0374,0.0682,-0.0444,0.0374,0.0374,-0.0819
SimpleUNet,U-Net simple,bd183e88-e430-44ea-bece-7cc5be53976e,4190.298,4.1903,3.6222,Medio,0.3584,Media,816,Media,3.4616,Medio,-0.1042,0.1507,-0.165,1.0944,-0.1507,-0.1507,1.2451
SimpleUNet,U-Net simple,7a1b42a3-599a-489f-8017-6b6abe1360e4,4261.5996,4.2616,3.6296,Medio,0.4133,Alta,559,Pequeña,6.3064,Alto,-0.0012,-0.1306,0.0733,-0.1932,0.1306,0.1306,-0.3238
SimpleUNet,U-Net simple,45c15abb-0f89-4dba-828e-bda5d75dec1f,6354.441,6.3544,3.8031,Alto,0.4019,Alta,1313,Media,5.4489,Alto,-0.0969,-0.2909,0.1673,-0.2468,0.2909,0.2909,-0.5377
SimpleUNet,U-Net simple,6467ccec-9e8b-4475-bb12-6b067d3b6d4a,6225.901,6.2259,3.7942,Alto,0.4276,Alta,901,Media,7.788,Alto,0.4328,0.6204,0.3323,0.9889,-0.6204,-0.6204,1.6093
SimpleUNet,U-Net simple,aa97cd17-212e-4b04-8668-e7002772b498,7360.81,7.3608,3.8669,Alto,0.3661,Media,1425,Grande,3.6716,Medio,-0.0326,-0.0519,0.0208,-0.014,0.0519,0.0519,-0.066
SimpleUNet,U-Net simple,a4f53aa9-9174-4b70-9678-0ab33afe03c0,5222.7207,5.2227,3.7179,Medio,0.3028,Baja,1198,Media,2.0921,Bajo,0.0818,-0.0025,0.0939,-0.394,0.0025,0.0025,-0.3965
SimpleUNet,U-Net simple,821be83f-42a8-4755-a615-98a777f5420d,4262.278,4.2623,3.6296,Medio,0.3711,Media,601,Pequeña,3.8823,Medio,-0.0417,-0.1231,0.0129,-0.0765,0.1231,0.1231,-0.1997
SimpleUNet,U-Net simple,cac50514-2cfc-422c-9f73-2c5ffb7ed5cf,1848.7831,1.8488,3.2669,Bajo,0.3113,Baja,402,Pequeña,2.2139,Bajo,-0.0283,-0.0796,0.0182,-0.0423,0.0796,0.0796,-0.1219
SimpleUNet,U-Net simple,118b93dd-60d2-4aa3-854f-5021f418ec7f,4074.122,4.0741,3.61,Medio,0.2694,Baja,2726,Grande,1.5744,Bajo,-0.2233,-0.3034,0.0968,-0.099,0.3034,0.3034,-0.4024
SimpleUNet,U-Net simple,eaea7cb2-37a2-4bc7-a0bf-e45b7f11095b,12494.994,12.495,4.0967,Alto,0.3801,Media,3040,Grande,4.258,Medio,0.4542,0.4757,0.0318,0.0303,-0.4757,-0.4757,0.5059
SimpleUNet,U-Net simple,eb6a15a1-9b84-4d18-800f-6d8b54dbb6f5,1923.8307,1.9238,3.2842,Bajo,0.3949,Alta,617,Pequeña,4.8608,Alto,-0.1791,-0.3371,0.0455,-0.1459,0.3371,0.3371,-0.483
SimpleUNet,U-Net simple,6a687a71-8c21-4b1e-a1d3-52c3cb22ac0b,2785.3218,2.7853,3.4449,Bajo,0.4227,Alta,839,Media,7.0212,Alto,0.2116,0.174,-0.7301,0.4708,-0.174,-0.174,0.6448
SimpleUNet,U-Net simple,d1c4f5d7-dd94-4698-a34b-3839a0108539,2539.2598,2.5393,3.4047,Bajo,0.4126,Alta,450,Pequeña,6.1078,Alto,-0.4731,-0.3622,0.318,-0.1689,0.3622,0.3622,-0.5311
SimpleUNet,U-Net simple,040c04b1-1704-419c-9b51-7e36e1d8c114,8988.125,8.9881,3.9537,Alto,0.3854,Media,764,Media,4.5066,Medio,0.0952,0.4202,-0.2145,0.5955,-0.4202,-0.4202,1.0157
SimpleUNet,U-Net simple,4dfbfd99-8a18-4fb1-ba1b-9a03b132d8bb,2203.9517,2.204,3.3432,Bajo,0.3548,Media,324,Pequeña,3.247,Medio,-0.1164,-0.0093,-0.1837,0.3179,0.0093,0.0093,0.3086
SimpleUNet,U-Net simple,3cb070ab-18b3-4bb0-a9f7-c4796a35f680,2366.2456,2.3662,3.3741,Bajo,0.3873,Alta,565,Pequeña,4.5764,Medio,-0.0607,0.1327,-0.1351,0.4549,-0.1327,-0.1327,0.5876
SimpleUNet,U-Net simple,870ccd52-06b4-42a5-883c-48f1bc793e11,5985.7812,5.9858,3.7771,Medio,0.3606,Media,874,Media,3.5093,Medio,0.0261,-0.0572,0.0627,-0.1899,0.0572,0.0572,-0.2471
SimpleUNet,U-Net simple,a5c82654-2d3a-45db-a480-cdbdd1497f8a,2910.9172,2.9109,3.464,Bajo,0.1243,Baja,2105,Grande,0.4428,Bajo,-0.0957,-0.1872,0.0251,-0.0888,0.1872,0.1872,-0.276
SimpleUNet,U-Net simple,0b1cb981-c6a8-4c2c-94e6-79cafb86e6fb,6989.75,6.9898,3.8445,Alto,0.3763,Media,2006,Grande,4.0822,Medio,0.0258,0.014,0.0385,-0.0429,-0.014,-0.014,-0.0289
SimpleUNet,U-Net simple,f2c03e48-c9fe-4845-aa60-19a838ae8eb3,24561.824,24.5618,4.3903,Alto,0.3701,Media,3307,Grande,3.8377,Medio,-0.0062,0.0526,-0.0533,0.0859,-0.0526,-0.0526,0.1385
SimpleUNet,U-Net simple,14beb88c-155e-45cb-a989-d2923ff4d44c,3476.469,3.4765,3.5411,Medio,0.2687,Baja,522,Pequeña,1.5659,Bajo,0.2603,0.1054,0.3155,-0.7644,-0.1054,-0.1054,-0.659
SimpleUNet,U-Net simple,3ce293e9-086e-45ec-88fe-6fbd1e7b5f16,2585.4646,2.5855,3.4125,Bajo,0.4129,Alta,508,Pequeña,6.2571,Alto,-0.2734,-0.0276,-0.2878,1.4902,0.0276,0.0276,1.4626
SimpleUNet,U-Net simple,cf777b7b-8f14-45d0-b566-bcff1f3bcb3a,1737.7246,1.7377,3.24,Bajo,0.1558,Baja,411,Pequeña,0.6025,Bajo,-0.0949,0.0268,-0.1463,0.3382,-0.0268,-0.0268,0.365
SimpleUNet,U-Net simple,f9b36e5b-6a3c-42a5-be87-4fb6074585ea,2949.2075,2.9492,3.4697,Bajo,0.3819,Media,1315,Media,4.2899,Medio,0.0112,0.0053,0.0171,-0.0183,-0.0053,-0.0053,-0.0129
SimpleUNet,U-Net simple,f790a836-7ff4-424e-a876-1f9d1d45d13a,3915.275,3.9153,3.5928,Medio,0.3901,Alta,606,Pequeña,4.7391,Alto,0.468,0.7657,-0.663,1.5066,-0.7657,-0.7657,2.2723
SimpleUNet,U-Net simple,f52c095b-2cbe-4835-850e-d75395192ab9,1904.3348,1.9043,3.2797,Bajo,0.3827,Media,1229,Media,4.2578,Medio,0.13,0.0504,0.1976,-0.2531,-0.0504,-0.0504,-0.2026
SimpleUNet,U-Net simple,e6c1bf4d-4a21-4d05-ae49-74109e902b47,15482.561,15.4826,4.1898,Alto,0.4022,Alta,2551,Grande,5.5071,Alto,-0.0553,-0.0972,0.2173,-0.1803,0.0972,0.0972,-0.2775
SimpleUNet,U-Net simple,586d4211-f3b4-4e9d-9629-626044ef2d52,7064.921,7.0649,3.8491,Alto,0.3934,Alta,1026,Media,4.9673,Alto,0.0091,-0.0663,0.0767,-0.1121,0.0663,0.0663,-0.1784
SimpleUNet,U-Net simple,1a1615d5-4324-41de-9584-8598f3a9b7bb,3430.4556,3.4305,3.5354,Medio,0.3761,Media,375,Pequeña,4.0898,Medio,-0.1931,0.0453,-0.2364,0.984,-0.0453,-0.0453,1.0293
SimpleUNet,U-Net simple,77d9defa-eacc-41fb-9658-da02cc49d40e,6499.6895,6.4997,3.8129,Alto,0.3947,Alta,1786,Grande,5.033,Alto,0.3001,0.2805,0.0906,0.1097,-0.2805,-0.2805,0.3903
SimpleUNet,U-Net simple,ab7ffc23-a335-4e68-b642-cf0219f60e1e,13994.259,13.9943,4.1459,Alto,0.3747,Media,3611,Grande,4.0113,Medio,-0.0364,0.0019,-0.087,0.0969,-0.0019,-0.0019,0.0989
SimpleUNet,U-Net simple,f180350e-4d24-47c9-a6e2-bcab1939c758,4718.063,4.7181,3.6738,Medio,0.412,Alta,720,Pequeña,6.2006,Alto,-0.1539,0.0556,-0.1927,0.8556,-0.0556,-0.0556,0.9111
SimpleUNet,U-Net simple,478d4e6d-83f7-457b-803c-e4d964f9e90c,1142.6155,1.1426,3.0579,Bajo,0.2059,Baja,969,Media,0.9306,Bajo,-0.1675,-0.1899,-0.0388,-0.0124,0.1899,0.1899,-0.2023
SimpleUNet,U-Net simple,13b81154-4827-4106-b908-68697aa358cf,6741.643,6.7416,3.8288,Alto,0.3782,Media,1975,Grande,4.1637,Medio,-0.0112,-0.0329,0.0109,-0.0162,0.0329,0.0329,-0.0491
SimpleUNet,U-Net simple,11fdbc2d-548a-4013-80f0-4f636700ca0a,16902.914,16.9029,4.228,Alto,0.4008,Alta,1657,Grande,5.5046,Alto,0.3751,0.4297,0.2178,-0.0453,-0.4297,-0.4297,0.3844
SimpleUNet,U-Net simple,bb5ab0ac-e3e1-4d09-a77b-1f370bddd9ac,6856.998,6.857,3.8361,Alto,0.3764,Media,943,Media,4.0853,Medio,0.2684,0.2153,0.3413,-0.3181,-0.2153,-0.2153,-0.1029
SimpleUNet,U-Net simple,a9a1f17f-42d9-4f56-a126-8f6d0777e0cb,3740.134,3.7401,3.5729,Medio,0.2979,Baja,1742,Grande,1.9801,Bajo,-0.0739,0.0172,-0.1865,0.1946,-0.0172,-0.0172,0.2118
SimpleUNet,U-Net simple,226ee4ba-987d-4b76-8206-daffbf039293,1898.5989,1.8986,3.2784,Bajo,0.3981,Alta,731,Media,5.0353,Alto,0.0912,0.264,-0.0627,0.1546,-0.264,-0.264,0.4186
SimpleUNet,U-Net simple,0e646b0e-fa43-45d4-a8b0-b9a41a8bdd6f,16766.861,16.7669,4.2245,Alto,0.3374,Baja,2286,Grande,2.7793,Bajo,0.1629,0.2065,0.0317,-0.0144,-0.2065,-0.2065,0.192
SimpleUNet,U-Net simple,fdcd5588-7ca8-4487-b84b-6c1aedf795f5,2074.7375,2.0747,3.317,Bajo,0.2917,Baja,610,Pequeña,1.8803,Bajo,0.0937,0.0311,0.0819,-0.6148,-0.0311,-0.0311,-0.5836
SimpleUNet,U-Net simple,4e33d317-4e93-45e8-80e9-18a3dbff2a80,4592.642,4.5926,3.6621,Medio,0.2331,Baja,4263,Grande,1.174,Bajo,-0.2987,-0.3122,0.0062,-0.0038,0.3122,0.3122,-0.316
SimpleUNet,U-Net simple,d5f7daf6-6ce6-418f-8594-83dedcd037b4,2442.2498,2.4422,3.3878,Bajo,0.3157,Baja,432,Pequeña,2.3254,Bajo,-0.0502,0.0069,-0.0425,0.5185,-0.0069,-0.0069,0.5255
SimpleUNet,U-Net simple,06d104a0-97b6-4bfc-bada-d3c44a624eda,2289.5535,2.2896,3.3598,Bajo,0.3282,Baja,324,Pequeña,2.5781,Bajo,0.0108,0.0278,0.0067,1.4691,-0.0278,-0.0278,1.4969
SimpleUNet,U-Net simple,b8b5cca5-342b-464f-b74b-03a150b00f4e,5162.3037,5.1623,3.7128,Medio,0.4212,Alta,498,Pequeña,7.144,Alto,-0.0535,-0.249,-0.0154,-0.4237,0.249,0.249,-0.6727
SimpleUNet,U-Net simple,0b4c4eb7-fc15-4dea-9832-caebac5133de,4010.6448,4.0106,3.6032,Medio,0.3205,Baja,1946,Grande,2.4218,Bajo,-0.1388,-0.2369,-0.0281,-0.0457,0.2369,0.2369,-0.2826
SimpleUNet,U-Net simple,af6ac2d3-b48e-4f3c-85db-6447dd0682cb,4789.4126,4.7894,3.6803,Medio,0.3965,Alta,432,Pequeña,5.1054,Alto,-0.0948,-0.0208,-0.0881,0.6759,0.0208,0.0208,0.6551
SimpleUNet,U-Net simple,75078b0f-b7ad-4f52-924e-094f0639bbb8,4017.4749,4.0175,3.604,Medio,0.3516,Media,1589,Grande,3.1776,Medio,-0.0081,-0.0151,-0.0031,0.0013,0.0151,0.0151,-0.0138
SimpleUNet,U-Net simple,56901d4a-4975-4345-8228-4f98f5516ce0,2624.2878,2.6243,3.419,Bajo,0.2839,Baja,394,Pequeña,1.7707,Bajo,-0.2065,-0.0888,-0.2825,0.533,0.0888,0.0888,0.4442
SimpleUNet,U-Net simple,987b9c52-4ac4-4084-9f3b-b3d756b0cb11,5487.4014,5.4874,3.7394,Medio,0.3952,Alta,1060,Media,5.0614,Alto,0.038,0.083,-0.0159,0.0377,-0.083,-0.083,0.1208
SimpleUNet,U-Net simple,1660d7a8-57ec-4d52-9550-d33dbc2e7544,1619.162,1.6192,3.2093,Bajo,0.3801,Media,410,Pequeña,4.1046,Medio,0.1577,0.4098,-0.2424,0.2927,-0.4098,-0.4098,0.7024
SimpleUNet,U-Net simple,c65582f5-14a3-4d6c-82cf-4d086a4fac55,13836.782,13.8368,4.141,Alto,0.3983,Alta,785,Media,5.2358,Alto,0.5961,0.828,0.4656,0.7834,-0.828,-0.828,1.6115
SimpleUNet,U-Net simple,0991e0e1-654c-41cf-ae94-795df3c95968,2368.372,2.3684,3.3744,Bajo,0.3412,Baja,1477,Grande,2.8675,Bajo,0.032,-0.0095,0.0741,-0.09,0.0095,0.0095,-0.0995
SimpleUNet,U-Net simple,b604fde8-aad9-47fb-a235-e10bef767590,2834.0823,2.8341,3.4524,Bajo,0.1556,Baja,429,Pequeña,0.607,Bajo,-0.009,-0.0699,0.0029,-0.1329,0.0699,0.0699,-0.2028
SimpleUNet,U-Net simple,609c3d8b-bb87-4f91-b95b-6ab447109ba7,12076.679,12.0767,4.0819,Alto,0.3954,Alta,1674,Grande,5.1649,Alto,0.099,-0.0526,0.1821,-0.3967,0.0526,0.0526,-0.4492
SimpleUNet,U-Net simple,c946ab3c-df40-4154-96dd-c065a6d752e2,2437.2053,2.4372,3.3869,Bajo,0.3424,Media,408,Pequeña,2.8824,Bajo,-0.0962,-0.0392,-0.1426,0.1961,0.0392,0.0392,0.1569
SimpleUNet,U-Net simple,2e14f679-0bfe-4b9b-8c0c-0da282dc4d6f,3911.6248,3.9116,3.5924,Medio,0.3332,Baja,1545,Grande,2.6854,Bajo,-0.0942,-0.1249,-0.0734,0.0809,0.1249,0.1249,-0.044
SimpleUNet,U-Net simple,76233d84-92bd-4881-b106-92731c44737f,4137.771,4.1378,3.6168,Medio,0.2757,Baja,1613,Grande,1.6652,Bajo,0.2321,0.4216,-0.1642,0.3106,-0.4216,-0.4216,0.7322
SimpleUNet,U-Net simple,2e79022d-9a3f-4624-ac89-85c9a1cfb8bc,4370.596,4.3706,3.6405,Medio,0.4133,Alta,855,Media,6.2945,Alto,-0.1151,-0.1135,-0.0206,-0.186,0.1135,0.1135,-0.2994
SimpleUNet,U-Net simple,d09606ea-adf2-4415-8c21-7869708bbf05,5595.156,5.5952,3.7478,Medio,0.3973,Alta,1984,Grande,5.178,Alto,-0.0656,-0.0489,-0.0882,0.0781,0.0489,0.0489,0.0292
SimpleUNet,U-Net simple,54575777-bea6-434b-a1c7-4d3506473a1f,3271.6682,3.2717,3.5148,Medio,0.4109,Alta,1050,Media,6.0445,Alto,-0.0628,-0.1924,0.0682,-0.1067,0.1924,0.1924,-0.299
SimpleUNet,U-Net simple,7f23d306-3949-4f75-9985-482d798790bc,2843.8313,2.8438,3.4539,Bajo,0.4103,Alta,126,Pequeña,6.0937,Alto,-0.0825,0.7937,-0.8792,7.0476,-0.7937,-0.7937,7.8413
SimpleUNet,U-Net simple,53495d11-a6cd-43e7-b22f-35377160b553,4556.379,4.5564,3.6586,Medio,0.3593,Media,1503,Grande,3.4162,Medio,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SimpleUNet,U-Net simple,37e7e168-19aa-4b9d-935d-104dfb545031,5178.254,5.1783,3.7142,Medio,0.3596,Media,1231,Media,3.4398,Medio,0.1083,0.2941,-0.0786,0.1592,-0.2941,-0.2941,0.4533
SimpleUNet,U-Net simple,916b6aab-347e-47de-89e0-db853afd45f9,4320.1113,4.3201,3.6355,Medio,0.3965,Alta,1044,Media,5.1548,Alto,-0.0213,-0.1006,0.0825,-0.3295,0.1006,0.1006,-0.4301
SimpleUNet,U-Net simple,fd44d78e-1afe-459f-b3d5-ad9ba4838ebb,1940.3209,1.9403,3.2879,Bajo,0.3907,Alta,737,Media,4.6424,Alto,0.2017,0.4573,-0.1269,0.3786,-0.4573,-0.4573,0.8358
SimpleUNet,U-Net simple,cf59673b-7409-4971-9f53-ff6cb9458cfc,6759.5156,6.7595,3.8299,Alto,0.3729,Media,542,Pequeña,3.9107,Medio,-0.212,0.1919,-0.4463,1.559,-0.1919,-0.1919,1.7509
SimpleUNet,U-Net simple,933d1b74-4bf9-4f18-8f6a-b3cd1e18d59d,4846.685,4.8467,3.6854,Medio,0.3906,Alta,2115,Grande,4.7619,Alto,0.0423,0.0317,0.0562,-0.0496,-0.0317,-0.0317,-0.018
SimpleUNet,U-Net simple,51be705d-3aa1-4fe5-a558-23d2633d3924,1548.6145,1.5486,3.1899,Bajo,0.3405,Baja,664,Pequeña,2.8194,Bajo,-0.0616,0.0873,-0.1527,0.2937,-0.0873,-0.0873,0.381
SimpleUNet,U-Net simple,f2312890-50fc-4a53-8148-2ef668234f91,9217.371,9.2174,3.9646,Alto,0.318,Baja,1361,Media,2.3471,Bajo,0.2553,-0.0397,0.3909,-1.0573,0.0397,0.0397,-1.097
SimpleUNet,U-Net simple,f5532d9c-1475-4eb2-91ca-b2ec7155ea02,5149.9995,5.15,3.7118,Medio,0.3596,Media,1119,Media,3.3971,Medio,0.003,0.1457,-0.1106,0.2118,-0.1457,-0.1457,0.3575
SimpleUNet,U-Net simple,0428ae40-7736-466e-a510-fc4c770d23d2,5999.781,5.9998,3.7781,Medio,0.3708,Media,573,Pequeña,3.93,Medio,-0.0337,-0.0663,-0.0226,0.1239,0.0663,0.0663,0.0576
SimpleUNet,U-Net simple,c662bc9d-a56c-45c6-81ab-f2cb69c54688,5758.9385,5.7589,3.7603,Medio,0.4239,Alta,386,Pequeña,7.3503,Alto,0.1012,-0.0026,0.1516,-0.2953,0.0026,0.0026,-0.2979
SimpleUNet,U-Net simple,07cb5399-3523-4a84-9452-d0aef1cc5012,2208.2986,2.2083,3.3441,Bajo,0.4078,Alta,496,Pequeña,5.7007,Alto,-0.1059,0.1815,-0.3314,0.6129,-0.1815,-0.1815,0.7944
SimpleUNet,U-Net simple,a488a771-24e6-4362-882b-52d4837363cd,8834.73,8.8347,3.9462,Alto,0.4163,Alta,723,Pequeña,6.6207,Alto,-0.041,-0.0235,-0.0481,0.0982,0.0235,0.0235,0.0747
SimpleUNet,U-Net simple,67cb345f-ceeb-4e21-8022-d63bc9a6ec8b,1172.1237,1.1721,3.069,Bajo,0.3961,Alta,111,Pequeña,4.6692,Alto,-0.0,0.0,-1.0,1.9279,0.0,0.0,1.9279
SimpleUNet,U-Net simple,891662f7-288b-4307-874b-90e8308aaf79,3249.8018,3.2498,3.5119,Medio,0.3923,Alta,997,Media,4.7855,Alto,0.7382,0.7864,-0.3043,0.344,-0.7864,-0.7864,1.1304
SimpleUNet,U-Net simple,599259a3-ef59-4fd3-8ea4-5cdeaa72efd5,2718.733,2.7187,3.4344,Bajo,0.3947,Alta,835,Media,4.8275,Alto,0.1096,-0.1138,0.2349,-0.5281,0.1138,0.1138,-0.6419
SimpleUNet,U-Net simple,69977857-c5b7-47a6-a044-1c7fed1f1fe7,3780.0784,3.7801,3.5775,Medio,0.2898,Baja,401,Pequeña,1.8577,Bajo,-0.0731,0.0249,-0.0777,0.5137,-0.0249,-0.0249,0.5387
SimpleUNet,U-Net simple,a4f71085-a06e-4ca9-accd-08388716099e,835.7501,0.8358,2.9221,Bajo,0.2802,Baja,284,Pequeña,1.6538,Bajo,-0.42,-0.1373,-0.4757,3.243,0.1373,0.1373,3.1056
SimpleUNet,U-Net simple,340f840f-d922-42fe-9f41-b1874f397389,2709.029,2.709,3.4328,Bajo,0.2619,Baja,1097,Media,1.4923,Bajo,0.1592,0.0729,0.1787,-0.5497,-0.0729,-0.0729,-0.4768
SimpleUNet,U-Net simple,b76a38da-40a1-40a1-9d8c-e150da8bec0f,10215.423,10.2154,4.0093,Alto,0.3641,Media,1511,Grande,3.6014,Medio,0.0146,-0.0523,0.0857,-0.0993,0.0523,0.0523,-0.1516
SimpleUNet,U-Net simple,ff0fea67-6bb0-42dd-a10a-17b554906326,2352.2878,2.3523,3.3715,Bajo,0.3178,Baja,975,Media,2.3455,Bajo,0.0279,0.0318,0.011,0.7887,-0.0318,-0.0318,0.8205
SimpleUNet,U-Net simple,7e56ad41-f21e-4b95-9933-aa23539c7540,3750.9321,3.7509,3.5741,Medio,0.3854,Media,955,Media,4.5355,Medio,0.1431,0.3791,-0.1035,0.2325,-0.3791,-0.3791,0.6115
SimpleUNet,U-Net simple,64d89408-74bc-44c6-8be6-c08c976d76bf,5504.019,5.504,3.7407,Medio,0.3916,Alta,744,Media,4.7922,Alto,0.1508,-0.0363,0.2178,-0.6546,0.0363,0.0363,-0.6909
SimpleUNet,U-Net simple,e2f5612e-12dc-4269-bb3f-534cc3f2b1da,6052.58,6.0526,3.7819,Alto,0.3274,Baja,798,Media,2.525,Bajo,-0.0111,-0.0602,0.0446,-0.0777,0.0602,0.0602,-0.1378
SimpleUNet,U-Net simple,e7a2ae23-9f0f-484a-9ccc-af1dfd163f48,14979.546,14.9795,4.1755,Alto,0.3859,Media,1795,Grande,4.5404,Medio,0.0698,0.088,-0.0127,0.0217,-0.088,-0.088,0.1097
SimpleUNet,U-Net simple,fa64a4cd-2f1f-4022-8fd0-73ee57ce29b4,2947.6858,2.9477,3.4695,Bajo,0.4323,Alta,517,Pequeña,8.2588,Alto,0.4663,0.8298,-0.6757,1.7292,-0.8298,-0.8298,2.559
SimpleUNet,U-Net simple,a6955c7f-e7e0-4896-a0e7-d4aa85020c5c,1876.9918,1.877,3.2735,Bajo,0.2032,Baja,583,Pequeña,0.9179,Bajo,-0.0683,0.1818,-0.2865,0.446,-0.1818,-0.1818,0.6278
SimpleUNet,U-Net simple,ac20d346-a807-4145-8f9e-2966a9c43ced,1741.2024,1.7412,3.2408,Bajo,0.3834,Media,1399,Grande,4.2674,Medio,-0.1577,-0.2924,0.104,-0.133,0.2924,0.2924,-0.4253
SimpleUNet,U-Net simple,3db7a3d2-e290-4dc1-8aec-ddfb96355f0b,11486.471,11.4865,4.0602,Alto,0.3746,Media,4735,Grande,4.0133,Medio,-0.1414,-0.1316,-0.0405,0.0063,0.1316,0.1316,-0.1252
