ModelName,Modelo,SampleId,Fluxrate,FluxrateTH,LogFluxrate,FluxrateBin,FluxrateRelativeUncertainty,FluxrateUncertaintyBin,GTArea,PlumeSizeBin,WindSpeed10m,WindSpeedBin,DeltaDice,DeltaRecall,DeltaPrecision,DeltaFPBurden,DeltaFNBurden,DeltaFalseNegativeRate,DeltaAreaRatio
SimpleUNet,U-Net simple,8ddceb62-a5a1-42cd-be98-bfe89ddb20ca,1529.1426,1.5291,3.1844,Bajo,0.2275,Baja,910,Media,1.1246,Bajo,0.1346,0.1736,0.0866,-0.0066,-0.1736,-0.1736,0.167
SimpleUNet,U-Net simple,c001fa14-dc05-4e0d-a0ea-012f2cef82b7,4973.8604,4.9739,3.6967,Medio,0.3397,Baja,1546,Grande,2.874,Bajo,-0.0259,-0.0731,0.07,-0.086,0.0731,0.0731,-0.1591
SimpleUNet,U-Net simple,2c7e0548-22b5-4f61-acec-aeb743d51935,44059.52,44.0595,4.644,Alto,0.3376,Baja,6116,Grande,2.8064,Bajo,0.2635,0.2024,-0.2699,0.1037,-0.2024,-0.2024,0.3061
SimpleUNet,U-Net simple,c6e9002c-e1f9-42f2-8da1-2337e7edbfb2,15490.338,15.4903,4.1901,Alto,0.3569,Media,1438,Grande,3.4094,Medio,-0.047,-0.0883,-0.0309,0.0327,0.0883,0.0883,-0.0556
SimpleUNet,U-Net simple,843eeca9-31f4-4b61-a4e4-a782bc3fdfb0,641.9924,0.642,2.8075,Bajo,0.3819,Media,159,Pequeña,3.6005,Medio,-0.0,0.0,-1.0,1.5157,0.0,0.0,1.5157
SimpleUNet,U-Net simple,3256f9ab-63c0-44e2-b91f-39c89b5b5f0c,15875.817,15.8758,4.2007,Alto,0.325,Baja,3470,Grande,2.5049,Bajo,-0.465,-0.5147,-0.2707,0.0723,0.5147,0.5147,-0.4424
SimpleUNet,U-Net simple,5e1de89d-818f-474a-a729-e2d956da10de,1448.024,1.448,3.1608,Bajo,0.3031,Baja,156,Pequeña,2.0464,Bajo,-0.0,0.0,-0.0,1.3462,0.0,0.0,1.3462
SimpleUNet,U-Net simple,09546672-40ad-4edf-8c52-a3ddf759732f,13865.555,13.8656,4.1419,Alto,0.4018,Alta,799,Media,5.4344,Alto,0.116,0.0275,0.1462,-0.3429,-0.0275,-0.0275,-0.3154
SimpleUNet,U-Net simple,642bb155-94c6-42cb-bd53-1fed1d5aec23,10405.834,10.4058,4.0173,Alto,0.3434,Media,2977,Grande,2.9526,Medio,0.3354,0.3332,0.0381,0.0,-0.3332,-0.3332,0.3332
SimpleUNet,U-Net simple,a05fea77-f700-4649-89d6-55fdc9805570,11079.788,11.0798,4.0445,Alto,0.4083,Alta,1105,Media,5.9887,Alto,0.0716,-0.0244,0.0968,-0.3538,0.0244,0.0244,-0.3783
SimpleUNet,U-Net simple,b9e88bbe-d80c-4389-9af3-97b3afe69333,16615.414,16.6154,4.2205,Alto,0.3793,Media,1362,Media,4.3229,Medio,-0.2115,-0.3377,-0.1031,0.0294,0.3377,0.3377,-0.3084
SimpleUNet,U-Net simple,e6973a8e-0602-4ba8-bbc6-21cdb8f7d21c,4609.376,4.6094,3.6636,Medio,0.3947,Alta,454,Pequeña,5.0247,Alto,-0.0523,-0.0661,-0.0419,0.0441,0.0661,0.0661,-0.022
SimpleUNet,U-Net simple,67606536-23bd-4484-a0f0-7d577330f87a,2281.8716,2.2819,3.3583,Bajo,0.3182,Baja,553,Pequeña,2.3422,Bajo,-0.1891,0.0163,-0.2831,0.6076,-0.0163,-0.0163,0.6239
SimpleUNet,U-Net simple,4704ac77-eb40-486f-8389-f2734799f9c2,6244.158,6.2442,3.7955,Alto,0.4006,Alta,1252,Media,5.3986,Alto,0.0318,0.0351,0.024,-0.0168,-0.0351,-0.0351,0.0184
SimpleUNet,U-Net simple,3a86005a-3926-4eeb-8b85-59933bd52bfe,24643.96,24.644,4.3917,Alto,0.3087,Baja,9463,Grande,2.1799,Bajo,-0.0706,-0.0904,0.2497,-0.111,0.0904,0.0904,-0.2013
SimpleUNet,U-Net simple,8d787c6f-f905-4a9b-85fd-203059bc7ad8,4510.2534,4.5103,3.6542,Medio,0.3549,Media,517,Pequeña,3.2691,Medio,-0.0767,0.1006,-0.1392,0.4797,-0.1006,-0.1006,0.5803
SimpleUNet,U-Net simple,bd68ab65-9ce5-4fe8-a64e-b683ad9a7382,10290.223,10.2902,4.0124,Alto,0.203,Baja,772,Media,0.9259,Bajo,0.3054,0.1865,0.8421,0.0272,-0.1865,-0.1865,0.2137
SimpleUNet,U-Net simple,b1de76c8-db30-4197-a261-9046f50f211d,3240.9116,3.2409,3.5107,Medio,0.398,Alta,545,Pequeña,5.2018,Alto,-0.1112,-0.0514,-0.1293,0.3119,0.0514,0.0514,0.2606
SimpleUNet,U-Net simple,1c13f53c-f5ba-444a-9534-7c354254ef37,3582.792,3.5828,3.5542,Medio,0.3715,Media,197,Pequeña,3.8622,Medio,0.0402,0.0,0.0279,-0.8832,0.0,0.0,-0.8832
SimpleUNet,U-Net simple,07ec1d88-1c38-40de-9887-a12559867757,2016.4948,2.0165,3.3046,Bajo,0.4071,Alta,799,Media,5.746,Alto,-0.127,0.1339,-0.2701,0.6108,-0.1339,-0.1339,0.7447
SimpleUNet,U-Net simple,67bcac86-5d92-4bc5-89ff-53ea57784186,8302.752,8.3028,3.9192,Alto,0.3859,Media,656,Pequeña,4.5643,Medio,0.1298,0.1768,-0.8974,1.5473,-0.1768,-0.1768,1.7241
SimpleUNet,U-Net simple,4a155e3f-6602-4575-b01f-106a7352593c,8507.047,8.507,3.9298,Alto,0.3321,Baja,1390,Grande,2.6692,Bajo,0.1451,0.0791,0.1422,-0.5388,-0.0791,-0.0791,-0.4597
SimpleUNet,U-Net simple,9d9123c6-5950-4891-84f1-f5ef891961e2,1818.8066,1.8188,3.2598,Bajo,0.3684,Media,697,Pequeña,3.6772,Medio,-0.0296,-0.0574,-0.0069,-0.0029,0.0574,0.0574,-0.0603
SimpleUNet,U-Net simple,237f7281-cf08-4a29-922f-264cbdf8de8a,4735.3013,4.7353,3.6753,Medio,0.3737,Media,922,Media,3.9605,Medio,0.0688,0.141,0.0028,0.0206,-0.141,-0.141,0.1616
SimpleUNet,U-Net simple,d731d711-88c3-4f41-9081-b0430e9dd0dd,7704.097,7.7041,3.8867,Alto,0.3935,Alta,1117,Media,4.9543,Alto,0.0899,-0.0385,0.1891,-0.3053,0.0385,0.0385,-0.3438
SimpleUNet,U-Net simple,6ca710be-50d0-4ea6-8050-f70c20b6b12c,2102.2234,2.1022,3.3227,Bajo,0.2638,Baja,375,Pequeña,1.5012,Bajo,0.3071,-0.0347,0.494,-1.6027,0.0347,0.0347,-1.6373
SimpleUNet,U-Net simple,84323019-31e8-4ad0-8981-79aeae558151,12625.696,12.6257,4.1013,Alto,0.2389,Baja,1002,Media,1.2366,Bajo,0.153,-0.1886,0.3359,-0.9062,0.1886,0.1886,-1.0948
SimpleUNet,U-Net simple,c80e9137-347b-4e8a-bc86-18cb5b73eec6,2991.0056,2.991,3.4758,Medio,0.3722,Media,441,Pequeña,3.8998,Medio,-0.2394,-0.3311,-0.1872,0.3968,0.3311,0.3311,0.0658
SimpleUNet,U-Net simple,f8394a3f-382b-49a3-8c16-2f6b51d92e61,3186.241,3.1862,3.5033,Medio,0.3324,Baja,1659,Grande,2.6919,Bajo,-0.0704,0.0241,-0.1399,0.2188,-0.0241,-0.0241,0.2429
SimpleUNet,U-Net simple,ceb23db4-3d67-4651-98c0-5f28b12e019a,5956.7266,5.9567,3.775,Medio,0.3813,Media,629,Pequeña,4.2728,Medio,-0.0,0.0,-1.0,0.5151,0.0,0.0,0.5151
SimpleUNet,U-Net simple,3ecaf919-c623-49eb-93e8-c7bfe3113cc1,2792.127,2.7921,3.4459,Bajo,0.3602,Media,742,Media,3.4607,Medio,-0.4455,-0.3248,-0.7088,0.5553,0.3248,0.3248,0.2305
SimpleUNet,U-Net simple,f766eba1-09b9-4a68-bda5-169ce6c43340,4227.166,4.2272,3.626,Medio,0.3139,Baja,1656,Grande,2.2721,Bajo,-0.0426,-0.0187,-0.0583,0.0894,0.0187,0.0187,0.0707
SimpleUNet,U-Net simple,dda8baa7-4d0f-44ff-b1d6-f3ce56451bfd,6945.96,6.946,3.8417,Alto,0.3708,Media,964,Media,3.8691,Medio,-0.5689,-0.61,-0.5331,-0.0197,0.61,0.61,-0.6297
SimpleUNet,U-Net simple,5f2173ea-1f29-4df7-ac49-19c3a29bce19,1581.3921,1.5814,3.199,Bajo,0.3386,Baja,871,Media,2.77,Bajo,-0.0,0.0,-1.0,0.2962,0.0,0.0,0.2962
SimpleUNet,U-Net simple,678cdbee-ac49-41d2-966b-c5580561f635,6577.9053,6.5779,3.8181,Alto,0.4118,Alta,890,Media,6.2452,Alto,-0.1653,0.0742,-0.2322,0.9483,-0.0742,-0.0742,1.0225
SimpleUNet,U-Net simple,8ca93753-518f-4047-9ec4-41b8a6427aa9,8652.349,8.6523,3.9371,Alto,0.3769,Media,2632,Grande,4.1079,Medio,-0.0749,-0.1322,0.0864,-0.0653,0.1322,0.1322,-0.1976
SimpleUNet,U-Net simple,3f486234-214f-428f-844e-d2700cb0ea0b,1663.701,1.6637,3.2211,Bajo,0.353,Media,1087,Media,3.1654,Medio,0.2101,0.2567,0.1098,0.3275,-0.2567,-0.2567,0.5842
SimpleUNet,U-Net simple,8c7d8734-1f5f-44fb-a33d-8b25da5e6862,3401.8093,3.4018,3.5317,Medio,0.3448,Media,1327,Media,3.0139,Medio,-0.0078,0.0528,-0.0483,0.0912,-0.0528,-0.0528,0.1439
SimpleUNet,U-Net simple,d283104f-de72-4b6e-8451-d1787ca573b2,5122.667,5.1227,3.7095,Medio,0.3318,Baja,1653,Grande,2.6271,Bajo,-0.0,0.0,-0.0,0.1555,0.0,0.0,0.1555
SimpleUNet,U-Net simple,83e44814-6362-4a49-ab2a-a06aea325df1,11050.564,11.0506,4.0434,Alto,0.4066,Alta,2865,Grande,5.8752,Alto,-0.1558,-0.1414,-0.1667,0.1986,0.1414,0.1414,0.0572
SimpleUNet,U-Net simple,3da4b786-9d1c-424a-826a-85835df19a93,24941.012,24.941,4.3969,Alto,0.3798,Media,2046,Grande,4.3612,Medio,0.0275,0.0836,-0.012,0.0567,-0.0836,-0.0836,0.1403
SimpleUNet,U-Net simple,941e6d12-2a00-41ff-b01f-e76ec4bba23b,9684.759,9.6848,3.9861,Alto,0.2476,Baja,1788,Grande,1.3345,Bajo,0.0343,0.0369,0.031,-0.0604,-0.0369,-0.0369,-0.0235
SimpleUNet,U-Net simple,9fb47db8-6931-4215-a761-9a39a4e0d1c9,3194.6138,3.1946,3.5044,Medio,0.3325,Baja,496,Pequeña,2.668,Bajo,-0.2984,0.0484,-0.4726,1.2238,-0.0484,-0.0484,1.2722
SimpleUNet,U-Net simple,29028f7b-ae03-415d-9fec-afd370aad287,4072.553,4.0726,3.6099,Medio,0.3346,Baja,323,Pequeña,2.7432,Bajo,0.1454,-0.0031,0.1262,-1.3127,0.0031,0.0031,-1.3158
SimpleUNet,U-Net simple,0552676d-e02d-4d1d-a0f8-96f481aebd36,1060.322,1.0603,3.0254,Bajo,0.3857,Media,292,Pequeña,4.15,Medio,-0.0244,-0.0274,-0.021,0.0479,0.0274,0.0274,0.0205
SimpleUNet,U-Net simple,72360c90-928d-480d-b95b-69b283facef6,3015.1328,3.0151,3.4793,Medio,0.2705,Baja,298,Pequeña,1.5888,Bajo,-0.4889,-0.8859,-0.3376,-0.2349,0.8859,0.8859,-1.1208
SimpleUNet,U-Net simple,de0adc31-226c-4a47-9ef9-4d265602d796,2260.7637,2.2608,3.3543,Bajo,0.3823,Media,758,Media,4.2759,Medio,-0.2715,-0.2902,-0.2396,0.1544,0.2902,0.2902,-0.1359
SimpleUNet,U-Net simple,9c8b95d4-ad06-482b-99f2-c60f6f750b29,2851.0444,2.851,3.455,Bajo,0.3852,Media,1518,Grande,4.3999,Medio,-0.0665,-0.2661,0.1387,-0.2062,0.2661,0.2661,-0.4723
SimpleUNet,U-Net simple,f11a5308-358c-48fd-989a-13ae407962ad,9592.307,9.5923,3.9819,Alto,0.4165,Alta,1412,Grande,6.7219,Alto,-0.1475,-0.2004,-0.0813,0.0453,0.2004,0.2004,-0.1551
SimpleUNet,U-Net simple,9b5db8ec-0e96-4215-907d-691b33a9a13a,4778.41,4.7784,3.6793,Medio,0.2547,Baja,2419,Grande,1.3994,Bajo,0.1941,0.2472,-0.2275,0.303,-0.2472,-0.2472,0.5502
SimpleUNet,U-Net simple,34f164ad-dabb-4aa8-9f32-d52868d03dfb,2959.0554,2.9591,3.4712,Medio,0.3416,Media,1292,Media,2.8884,Medio,-0.1211,-0.0588,-0.1495,0.2763,0.0588,0.0588,0.2175
SimpleUNet,U-Net simple,27a69d51-c592-4e46-9f20-8231d8fcac37,6924.253,6.9243,3.8404,Alto,0.242,Baja,4056,Grande,1.2673,Bajo,-0.4858,-0.5247,0.0068,-0.0052,0.5247,0.5247,-0.5298
SimpleUNet,U-Net simple,5884a677-afba-49e0-9a70-b1aa24cfe368,4519.0493,4.519,3.655,Medio,0.4107,Alta,1217,Media,6.0827,Alto,0.0011,0.0008,0.0013,-0.0016,-0.0008,-0.0008,-0.0008
SimpleUNet,U-Net simple,2f0ee35b-99bf-4410-8006-d68fb4be07a8,5800.169,5.8002,3.7634,Medio,0.3242,Baja,1802,Grande,2.4668,Bajo,0.1547,0.1693,-0.0736,0.1349,-0.1693,-0.1693,0.3041
SimpleUNet,U-Net simple,5bcf421b-2a38-4911-a7f5-f6b579682eed,35901.86,35.9019,4.5551,Alto,0.3108,Baja,5536,Grande,2.2209,Bajo,-0.0048,-0.0065,0.001,-0.0009,0.0065,0.0065,-0.0074
SimpleUNet,U-Net simple,97349ec4-b140-470e-b52d-8a8b596f47a6,31864.844,31.8648,4.5033,Alto,0.3532,Media,4436,Grande,3.2585,Medio,-0.0192,-0.0176,-0.0109,0.0045,0.0176,0.0176,-0.0131
SimpleUNet,U-Net simple,8d2f53e5-76d5-4675-9802-4ed9b6c0551b,714.0973,0.7141,2.8538,Bajo,0.3836,Media,98,Pequeña,3.7544,Medio,0.0,0.0,0.0,-6.5408,0.0,0.0,-6.5408
SimpleUNet,U-Net simple,fc563ba2-6ff2-4b56-acb3-8f059baef1c2,4305.1714,4.3052,3.634,Medio,0.3871,Alta,1037,Media,4.5482,Medio,0.0233,-0.0453,0.0404,-0.1938,0.0453,0.0453,-0.2392
SimpleUNet,U-Net simple,2c21d43a-ba98-4ae1-9a9f-c3155e486e5b,3580.4714,3.5805,3.5539,Medio,0.3707,Media,1194,Media,3.838,Medio,0.2787,0.0008,0.3248,-1.5377,-0.0008,-0.0008,-1.5369
SimpleUNet,U-Net simple,b48eed17-ca89-44f2-a9c6-ff629cd558ab,5008.145,5.0081,3.6997,Medio,0.413,Alta,1724,Grande,6.1949,Alto,-0.0731,-0.0534,-0.1059,0.0928,0.0534,0.0534,0.0394
SimpleUNet,U-Net simple,5626fa5a-6c4f-4410-951f-f0cca4a53424,9461.807,9.4618,3.976,Alto,0.3596,Media,1795,Grande,3.445,Medio,0.0087,0.0022,0.0171,-0.0156,-0.0022,-0.0022,-0.0134
SimpleUNet,U-Net simple,f61eb377-601f-47c7-8d57-d60cb73ab05d,7647.833,7.6478,3.8835,Alto,0.4285,Alta,925,Media,7.73,Alto,0.4025,0.3654,-0.038,0.0595,-0.3654,-0.3654,0.4249
SimpleUNet,U-Net simple,2529a513-cc6d-49c0-a7f4-17a0adf607bc,3750.4502,3.7505,3.5741,Medio,0.3925,Alta,563,Pequeña,4.8049,Alto,-0.0252,-0.0657,0.0169,-0.0266,0.0657,0.0657,-0.0924
SimpleUNet,U-Net simple,4e3846e7-7ec6-4fad-945b-295edfda60a1,4218.7114,4.2187,3.6252,Medio,0.41,Alta,368,Pequeña,6.0178,Alto,0.0748,0.0,0.0684,-0.5571,0.0,0.0,-0.5571
SimpleUNet,U-Net simple,b6c5df10-ddfc-41ff-8025-0ec24bfceb03,2369.1287,2.3691,3.3746,Bajo,0.3447,Media,1029,Media,2.9926,Medio,-0.0888,-0.1467,-0.0373,0.0117,0.1467,0.1467,-0.1351
SimpleUNet,U-Net simple,60c80090-68a5-43fa-8faf-0c7e309037b4,6220.579,6.2206,3.7938,Alto,0.2717,Baja,2644,Grande,1.6048,Bajo,-0.0579,-0.2144,0.0989,-0.1823,0.2144,0.2144,-0.3967
SimpleUNet,U-Net simple,de3bdfb2-9a07-480f-9f8d-d8947d0d1315,4165.1235,4.1651,3.6196,Medio,0.139,Baja,925,Media,0.5165,Bajo,-0.8608,-0.8789,-0.8434,0.7081,0.8789,0.8789,-0.1708
SimpleUNet,U-Net simple,71470fff-aa08-4cc7-b8fa-a012bdaf2e17,4157.562,4.1576,3.6188,Medio,0.3855,Media,282,Pequeña,4.5135,Medio,-0.0,0.0,-0.0,0.7482,0.0,0.0,0.7482
SimpleUNet,U-Net simple,7a526ba3-c02a-4b41-aa6e-3f20c685952c,9629.065,9.6291,3.9836,Alto,0.3961,Alta,1338,Media,5.1086,Alto,0.0582,-0.1256,0.1429,-0.4133,0.1256,0.1256,-0.5389
SimpleUNet,U-Net simple,de9b2cf4-d753-4ff7-9ff4-5b389ef94414,1607.9429,1.6079,3.2063,Bajo,0.3156,Baja,327,Pequeña,2.2682,Bajo,0.3183,0.7523,-0.5584,1.2324,-0.7523,-0.7523,1.9847
SimpleUNet,U-Net simple,f7971080-2c61-4d94-bd9a-ee6cff9fad75,2710.3652,2.7104,3.433,Bajo,0.3355,Baja,297,Pequeña,2.7311,Bajo,0.5031,0.5387,-0.528,0.6027,-0.5387,-0.5387,1.1414
SimpleUNet,U-Net simple,617140a7-5a6e-429e-a804-c4043b2a975f,6130.244,6.1302,3.7875,Alto,0.4186,Alta,1393,Grande,7.0056,Alto,-0.2011,-0.2391,-0.1626,0.5844,0.2391,0.2391,0.3453
SimpleUNet,U-Net simple,563a9025-917f-4cfb-bf08-a2ff880a038d,33230.79,33.2308,4.5215,Alto,0.3351,Baja,2143,Grande,2.7564,Bajo,-0.0596,-0.0145,-0.0809,0.1517,0.0145,0.0145,0.1372
SimpleUNet,U-Net simple,941a55db-40ad-4515-8913-2e475e471d53,3252.8777,3.2529,3.5123,Medio,0.404,Alta,1190,Media,5.561,Alto,0.0077,0.0504,-0.0791,0.079,-0.0504,-0.0504,0.1294
SimpleUNet,U-Net simple,2f0017c8-3489-4c8b-8a66-72cfd4f64463,4707.435,4.7074,3.6728,Medio,0.4,Alta,1210,Media,5.4026,Alto,0.2504,0.3694,-0.1936,0.2306,-0.3694,-0.3694,0.6
SimpleUNet,U-Net simple,74b96256-bcac-4d76-b97d-fb6c7ef2d2a1,1462.0221,1.462,3.165,Bajo,0.4255,Alta,502,Pequeña,6.7177,Alto,0.0597,-0.0139,0.0815,-0.251,0.0139,0.0139,-0.2649
SimpleUNet,U-Net simple,e029cd1c-7434-400e-a2f2-6b790a8c0dd6,3380.8323,3.3808,3.529,Medio,0.4114,Alta,348,Pequeña,5.9912,Alto,0.1192,0.0029,0.1773,-0.3621,-0.0029,-0.0029,-0.3592
SimpleUNet,U-Net simple,c6261898-7847-4927-9338-d2e46eab336d,8630.859,8.6309,3.9361,Alto,0.3464,Media,583,Pequeña,3.0548,Medio,0.1426,-0.0309,0.1239,-1.6003,0.0309,0.0309,-1.6312
SimpleUNet,U-Net simple,ab9f3dd5-0ac6-486f-a3d2-6890152b403d,2528.4775,2.5285,3.4029,Bajo,0.3283,Baja,470,Pequeña,2.5608,Bajo,0.0003,0.0191,-0.0037,0.0404,-0.0191,-0.0191,0.0596
SimpleUNet,U-Net simple,d6364f64-e9a0-436b-be85-f088a0e55650,12138.244,12.1382,4.0842,Alto,0.3063,Baja,5853,Grande,2.1396,Bajo,-0.0614,-0.0742,-0.0035,-0.0003,0.0742,0.0742,-0.0745
SimpleUNet,U-Net simple,445c11f5-a5fc-4e2a-a645-c9e2754f6488,5695.5405,5.6955,3.7555,Medio,0.3825,Media,2111,Grande,4.397,Medio,0.008,0.0734,-0.1045,0.0952,-0.0734,-0.0734,0.1686
SimpleUNet,U-Net simple,83363f9a-e15b-4e25-97f1-fab759fefa3e,3363.5496,3.3635,3.5268,Medio,0.3823,Media,847,Media,4.3227,Medio,-0.0535,-0.0106,-0.0883,0.1133,0.0106,0.0106,0.1027
SimpleUNet,U-Net simple,18c5dbb7-adfb-4bb0-8059-69d23897128f,5214.8853,5.2149,3.7172,Medio,0.3615,Media,2702,Grande,3.5033,Medio,0.0112,0.003,0.0563,-0.0222,-0.003,-0.003,-0.0192
SimpleUNet,U-Net simple,91e1209a-82be-478f-846e-43914fd6c7ad,9253.33,9.2533,3.9663,Alto,0.4292,Alta,924,Media,8.0233,Alto,0.2164,0.5541,0.104,0.7219,-0.5541,-0.5541,1.276
SimpleUNet,U-Net simple,4f6b4a0f-ca3d-48b4-81db-904b7906f4f6,5455.8965,5.4559,3.7369,Medio,0.3757,Media,844,Media,4.113,Medio,-0.0275,0.0083,-0.0378,0.1137,-0.0083,-0.0083,0.122
SimpleUNet,U-Net simple,a0f2e924-6a48-4643-97a3-81f264a9b872,19974.723,19.9747,4.3005,Alto,0.3519,Media,3067,Grande,3.248,Medio,-0.0269,-0.0851,0.0227,-0.0541,0.0851,0.0851,-0.1392
SimpleUNet,U-Net simple,f8827a59-d7e6-4ea8-9bfd-538175a473b1,6139.603,6.1396,3.7881,Alto,0.3218,Baja,1386,Media,2.4341,Bajo,0.0121,0.0476,-0.0108,0.0462,-0.0476,-0.0476,0.0938
SimpleUNet,U-Net simple,adc458a4-a270-462f-94ae-cd29eb1e0eb7,1112.5325,1.1125,3.0463,Bajo,0.2144,Baja,832,Media,0.9948,Bajo,-0.0348,-0.1202,0.0544,-0.0841,0.1202,0.1202,-0.2043
SimpleUNet,U-Net simple,5ca5c35e-073a-45d2-9999-ee690a0ba556,18375.578,18.3756,4.2642,Alto,0.4116,Alta,876,Media,6.3091,Alto,-0.3207,-0.0434,-0.4654,0.9384,0.0434,0.0434,0.895
SimpleUNet,U-Net simple,bb2e6a4e-6c29-4dcd-b73c-f578fcce83fa,7575.9414,7.5759,3.8794,Alto,0.2883,Baja,2070,Grande,1.8325,Bajo,-0.0143,-0.0382,0.019,-0.0232,0.0382,0.0382,-0.0614
SimpleUNet,U-Net simple,de48f0fc-c9b1-47a8-96ef-210f55ba18b9,19512.63,19.5126,4.2903,Alto,0.3821,Media,1406,Grande,4.3508,Medio,0.322,0.1956,0.9106,0.0171,-0.1956,-0.1956,0.2127
SimpleUNet,U-Net simple,b2e10d06-e5e9-4c5a-a005-1310c91535f7,2918.4385,2.9184,3.4652,Bajo,0.4317,Alta,466,Pequeña,7.9784,Alto,-0.0848,-0.03,-0.117,0.3391,0.03,0.03,0.309
SimpleUNet,U-Net simple,4c52967d-b1fd-45bb-87bf-694b1d4658e2,8142.2754,8.1423,3.9107,Alto,0.3625,Media,795,Media,3.5618,Medio,-0.0934,0.0289,-0.1003,0.6252,-0.0289,-0.0289,0.6541
SimpleUNet,U-Net simple,9e62946f-cf21-4537-ae76-72caecde546c,8178.9854,8.179,3.9127,Alto,0.3758,Media,1445,Grande,4.0886,Medio,0.0016,-0.3889,0.2119,-0.8194,0.3889,0.3889,-1.2083
SimpleUNet,U-Net simple,69f0ad02-b66b-4e76-bb60-3bcb51dbbfb1,2638.713,2.6387,3.4214,Bajo,0.4136,Alta,391,Pequeña,6.1983,Alto,0.0498,-0.0102,0.0607,-0.2916,0.0102,0.0102,-0.3018
SimpleUNet,U-Net simple,c8dc3392-517a-4e24-9c8c-11c4396ea187,4255.335,4.2553,3.6289,Medio,0.4159,Alta,396,Pequeña,6.5183,Alto,-0.0205,-0.0253,-0.0167,0.0177,0.0253,0.0253,-0.0076
SimpleUNet,U-Net simple,ca37c489-9e45-4869-8ce3-1fe8cb563a69,8498.566,8.4986,3.9293,Alto,0.3913,Alta,1833,Grande,4.9099,Alto,-0.0306,-0.3666,0.1952,-0.5859,0.3666,0.3666,-0.9525
SimpleUNet,U-Net simple,b9ae81f1-d4c7-405a-bd6e-14bbcb7e85bf,4656.466,4.6565,3.6681,Medio,0.3435,Media,1215,Media,2.9484,Medio,0.0954,0.1679,0.0315,0.0016,-0.1679,-0.1679,0.1695
SimpleUNet,U-Net simple,dd429a3c-804a-4659-ae8f-3caa22b6374a,6101.0327,6.101,3.7854,Alto,0.3357,Baja,1269,Media,2.7571,Bajo,0.0309,-0.1978,0.2521,-0.3586,0.1978,0.1978,-0.5563
SimpleUNet,U-Net simple,ad5fa87b-3435-4fdd-87b1-1da3a202db4c,3695.0012,3.695,3.5676,Medio,0.3805,Media,1336,Media,4.346,Medio,-0.0654,-0.1145,-0.0135,-0.015,0.1145,0.1145,-0.1295
SimpleUNet,U-Net simple,754cc948-870d-4f00-a080-77ebf4fb4158,8473.723,8.4737,3.9281,Alto,0.4118,Alta,1246,Media,6.2187,Alto,0.085,0.126,-0.0113,0.0233,-0.126,-0.126,0.1493
SimpleUNet,U-Net simple,fa2d14b6-1347-4ab2-96e2-8d29c8a144da,3410.346,3.4103,3.5328,Medio,0.3856,Media,1760,Grande,4.49,Medio,0.1514,0.2835,-0.4218,0.4761,-0.2835,-0.2835,0.7597
SimpleUNet,U-Net simple,cf859ba5-9c8b-4474-ac5f-7bf079dda241,4220.577,4.2206,3.6254,Medio,0.381,Media,1704,Grande,4.2753,Medio,0.0361,-0.0968,0.1588,-0.2066,0.0968,0.0968,-0.3034
SimpleUNet,U-Net simple,d75642d6-aac3-4dea-a85e-875f1ad769f5,4897.704,4.8977,3.69,Medio,0.3851,Media,960,Media,4.4762,Medio,-0.1613,0.0021,-0.2283,0.5896,-0.0021,-0.0021,0.5917
SimpleUNet,U-Net simple,ea90fc30-428a-4c09-a7eb-aac47d75acd8,1361.0846,1.3611,3.1339,Bajo,0.338,Baja,95,Pequeña,2.7741,Bajo,0.0046,-0.0105,0.0041,-0.1053,0.0105,0.0105,-0.1158
SimpleUNet,U-Net simple,c20b29af-0b44-4581-a067-99c6cce34a0c,11640.937,11.6409,4.066,Alto,0.294,Baja,5529,Grande,1.9276,Bajo,-0.0287,-0.0277,-0.001,0.0004,0.0277,0.0277,-0.0273
SimpleUNet,U-Net simple,93417c6e-d7e0-4db5-b266-eb4fe766bd63,1877.3667,1.8774,3.2735,Bajo,0.2356,Baja,1422,Grande,1.1966,Bajo,-0.2852,-0.2602,-0.3154,0.2799,0.2602,0.2602,0.0197
SimpleUNet,U-Net simple,fe2500ad-d652-43e2-af21-e51f538176d3,4989.971,4.99,3.6981,Medio,0.4231,Alta,508,Pequeña,7.2425,Alto,-0.0,0.0,-0.0,0.25,0.0,0.0,0.25
SimpleUNet,U-Net simple,6767ad0c-e6b9-4bdb-928d-f7a1e6d4ec09,4658.005,4.658,3.6682,Medio,0.3458,Media,791,Media,3.0158,Medio,-0.0947,-0.2162,0.0207,-0.1403,0.2162,0.2162,-0.3565
SimpleUNet,U-Net simple,a6032970-a58f-410d-94d8-1cb5815c121b,1493.8345,1.4938,3.1743,Bajo,0.366,Media,563,Pequeña,3.553,Medio,0.0345,-0.0906,0.0695,-0.3428,0.0906,0.0906,-0.4334
SimpleUNet,U-Net simple,eb71d10f-7799-42fc-bfe5-1aad3b589610,996.6621,0.9967,2.9985,Bajo,0.3535,Media,813,Media,3.1117,Medio,-0.0556,0.0996,-0.199,0.2891,-0.0996,-0.0996,0.3887
SimpleUNet,U-Net simple,6bdcd4f0-121b-48ff-9416-a632c5e80296,7910.6543,7.9107,3.8982,Alto,0.2761,Baja,5302,Grande,1.6684,Bajo,-0.1345,-0.0985,-0.2022,0.1332,0.0985,0.0985,0.0347
